Country,Gender,Demographics Question,Demographics Response,Question,Survey Year,Value%
Congo Democratic Republic,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2013,50.9
Congo Democratic Republic,F,Marital status,Married or living together,... if she refuses to have sex with him,2013,47
Congo Democratic Republic,F,Marital status,Never married,... if she refuses to have sex with him,2013,33.6
Congo Democratic Republic,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2013,46.5
Congo Democratic Republic,M,Marital status,Married or living together,... for at least one specific reason,2013,56.5
Congo Democratic Republic,M,Marital status,Never married,... for at least one specific reason,2013,67
Congo Democratic Republic,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2013,59.9
Congo Democratic Republic,M,Marital status,Married or living together,... if she argues with him,2013,38.8
Congo Democratic Republic,M,Marital status,Never married,... if she argues with him,2013,46.3
Congo Democratic Republic,M,Marital status,"Widowed, divorced, separated",... if she argues with him,2013,46
Congo Democratic Republic,M,Marital status,Married or living together,... if she goes out without telling him,2013,29.5
Congo Democratic Republic,M,Marital status,Never married,... if she goes out without telling him,2013,36.9
Congo Democratic Republic,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2013,29.3
Congo Democratic Republic,M,Marital status,Married or living together,... if she neglects the children,2013,36.8
Congo Democratic Republic,M,Marital status,Never married,... if she neglects the children,2013,44.5
Congo Democratic Republic,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,2013,40.4
Congo Democratic Republic,M,Marital status,Married or living together,... if she refuses to have sex with him,2013,21.4
Congo Democratic Republic,M,Marital status,Never married,... if she refuses to have sex with him,2013,25.6
Congo Democratic Republic,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2013,26.6
Cote d'Ivoire,F,Marital status,Never married,... if she burns the food,2011,12.1
Cote d'Ivoire,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2011,15.9
Cote d'Ivoire,F,Marital status,Married or living together,... if she burns the food,2011,18.4
Cote d'Ivoire,M,Marital status,"Widowed, divorced, separated",... if she burns the food,2011,7.3
Cote d'Ivoire,M,Marital status,Married or living together,... if she burns the food,2011,9.7
Cote d'Ivoire,M,Marital status,Never married,... if she burns the food,2011,16.1
Cote d'Ivoire,F,Marital status,Married or living together,... for at least one specific reason,2011,50.4
Cote d'Ivoire,F,Marital status,Never married,... for at least one specific reason,2011,44.4
Cote d'Ivoire,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2011,40.5
Cote d'Ivoire,F,Marital status,Married or living together,... if she argues with him,2011,37.8
Cote d'Ivoire,F,Marital status,Never married,... if she argues with him,2011,29.2
Cote d'Ivoire,F,Marital status,"Widowed, divorced, separated",... if she argues with him,2011,26
Cote d'Ivoire,F,Marital status,Married or living together,... if she goes out without telling him,2011,30.6
Cote d'Ivoire,F,Marital status,Never married,... if she goes out without telling him,2011,19.5
Cote d'Ivoire,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2011,21.1
Cote d'Ivoire,F,Marital status,Married or living together,... if she neglects the children,2011,34.7
Cote d'Ivoire,F,Marital status,Never married,... if she neglects the children,2011,29.7
Cote d'Ivoire,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2011,28.2
Cote d'Ivoire,F,Marital status,Married or living together,... if she refuses to have sex with him,2011,25
Cote d'Ivoire,F,Marital status,Never married,... if she refuses to have sex with him,2011,14.9
Cote d'Ivoire,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2011,18.3
Cote d'Ivoire,M,Marital status,Married or living together,... for at least one specific reason,2011,37.4
Cote d'Ivoire,M,Marital status,Never married,... for at least one specific reason,2011,46.6
Cote d'Ivoire,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2011,43.2
Cote d'Ivoire,M,Marital status,Married or living together,... if she argues with him,2011,23.6
Cote d'Ivoire,M,Marital status,Never married,... if she argues with him,2011,28.6
Cote d'Ivoire,M,Marital status,"Widowed, divorced, separated",... if she argues with him,2011,18.7
Cote d'Ivoire,M,Marital status,Married or living together,... if she goes out without telling him,2011,21.8
Cote d'Ivoire,M,Marital status,Never married,... if she goes out without telling him,2011,22.6
Cote d'Ivoire,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2011,17.6
Cote d'Ivoire,M,Marital status,Married or living together,... if she neglects the children,2011,25.7
Cote d'Ivoire,M,Marital status,Never married,... if she neglects the children,2011,31.6
Cote d'Ivoire,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,2011,32.1
Cote d'Ivoire,M,Marital status,Married or living together,... if she refuses to have sex with him,2011,11.1
Cote d'Ivoire,M,Marital status,Never married,... if she refuses to have sex with him,2011,12.6
Cote d'Ivoire,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2011,9.6
Dominican Republic,F,Marital status,Married or living together,... if she burns the food,2013,0.5
Dominican Republic,F,Marital status,Never married,... if she burns the food,2013,0.6
Dominican Republic,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2013,0.9
Dominican Republic,M,Marital status,Married or living together,... if she burns the food,2013,0.6
Dominican Republic,M,Marital status,"Widowed, divorced, separated",... if she burns the food,2013,1.1
Dominican Republic,M,Marital status,Never married,... if she burns the food,2013,1.2
Dominican Republic,F,Marital status,Married or living together,... for at least one specific reason,2013,2.2
Dominican Republic,F,Marital status,Never married,... for at least one specific reason,2013,2.8
Dominican Republic,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2013,2.3
Dominican Republic,F,Marital status,Married or living together,... if she argues with him,2013,0.4
Dominican Republic,F,Marital status,Never married,... if she argues with him,2013,0.9
Dominican Republic,F,Marital status,"Widowed, divorced, separated",... if she argues with him,2013,1
Dominican Republic,F,Marital status,Married or living together,... if she goes out without telling him,2013,0.9
Dominican Republic,F,Marital status,Never married,... if she goes out without telling him,2013,0.5
Dominican Republic,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2013,0.9
Dominican Republic,F,Marital status,Married or living together,... if she neglects the children,2013,1.6
Dominican Republic,F,Marital status,Never married,... if she neglects the children,2013,1.8
Dominican Republic,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2013,1.9
Dominican Republic,F,Marital status,Married or living together,... if she refuses to have sex with him,2013,0.4
Dominican Republic,F,Marital status,Never married,... if she refuses to have sex with him,2013,0.5
Dominican Republic,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2013,0.3
Dominican Republic,M,Marital status,Married or living together,... for at least one specific reason,2013,2.7
Dominican Republic,M,Marital status,Never married,... for at least one specific reason,2013,5.8
Dominican Republic,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2013,4.4
Dominican Republic,M,Marital status,Married or living together,... if she argues with him,2013,0.6
Dominican Republic,M,Marital status,Never married,... if she argues with him,2013,1.6
Dominican Republic,M,Marital status,"Widowed, divorced, separated",... if she argues with him,2013,1.1
Dominican Republic,M,Marital status,Married or living together,... if she goes out without telling him,2013,1.3
Dominican Republic,M,Marital status,Never married,... if she goes out without telling him,2013,3.3
Dominican Republic,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2013,2
Dominican Republic,M,Marital status,Married or living together,... if she neglects the children,2013,1.6
Dominican Republic,M,Marital status,Never married,... if she neglects the children,2013,3.3
Dominican Republic,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,2013,2.1
Dominican Republic,M,Marital status,Married or living together,... if she refuses to have sex with him,2013,0.4
Dominican Republic,M,Marital status,Never married,... if she refuses to have sex with him,2013,0.9
Dominican Republic,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2013,0.6
Egypt,F,Marital status,Married or living together,... if she burns the food,2014,6.9
Egypt,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2014,8.1
Egypt,F,Marital status,Married or living together,... for at least one specific reason,2014,35.8
Egypt,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2014,33.2
Egypt,F,Marital status,Married or living together,... if she argues with him,2014,12.8
Egypt,F,Marital status,"Widowed, divorced, separated",... if she argues with him,2014,12
Egypt,F,Marital status,Married or living together,... if she goes out without telling him,2014,25.6
Egypt,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2014,24
Egypt,F,Marital status,Married or living together,... if she neglects the children,2014,24.2
Egypt,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2014,23.1
Egypt,F,Marital status,Married or living together,... if she refuses to have sex with him,2014,19.9
Egypt,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2014,20.2
Eritrea,F,Marital status,Never married,... if she burns the food,2002,23.9
Eritrea,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2002,29.8
Eritrea,F,Marital status,Married or living together,... if she burns the food,2002,30.9
Eritrea,F,Marital status,Married or living together,... for at least one specific reason,2002,73.1
Eritrea,F,Marital status,Never married,... for at least one specific reason,2002,61.4
Eritrea,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2002,75.9
Eritrea,F,Marital status,Married or living together,... if she argues with him,2002,48.7
Eritrea,F,Marital status,Never married,... if she argues with him,2002,32.8
Eritrea,F,Marital status,"Widowed, divorced, separated",... if she argues with him,2002,44.7
Eritrea,F,Marital status,Married or living together,... if she goes out without telling him,2002,55.6
Eritrea,F,Marital status,Never married,... if she goes out without telling him,2002,39.9
Eritrea,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2002,53.1
Eritrea,F,Marital status,Married or living together,... if she neglects the children,2002,52.2
Eritrea,F,Marital status,Never married,... if she neglects the children,2002,44.9
Eritrea,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2002,56.4
Eritrea,F,Marital status,Married or living together,... if she refuses to have sex with him,2002,52.6
Eritrea,F,Marital status,Never married,... if she refuses to have sex with him,2002,32.8
Eritrea,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2002,51.5
Eswatini,F,Marital status,Married or living together,... if she burns the food,2006,2.6
Eswatini,F,Marital status,Never married,... if she burns the food,2006,3
Eswatini,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2006,3.2
Eswatini,M,Marital status,Married or living together,... if she burns the food,2006,1.9
Eswatini,M,Marital status,"Widowed, divorced, separated",... if she burns the food,2006,3
Eswatini,M,Marital status,Never married,... if she burns the food,2006,5.3
Eswatini,F,Marital status,Married or living together,... for at least one specific reason,2006,19.5
Eswatini,F,Marital status,Never married,... for at least one specific reason,2006,26.7
Eswatini,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2006,20.3
Eswatini,F,Marital status,Married or living together,... if she argues with him,2006,15.3
Eswatini,F,Marital status,Never married,... if she argues with him,2006,19.1
Eswatini,F,Marital status,"Widowed, divorced, separated",... if she argues with him,2006,13.9
Eswatini,F,Marital status,Married or living together,... if she goes out without telling him,2006,7.8
Eswatini,F,Marital status,Never married,... if she goes out without telling him,2006,10.9
Eswatini,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2006,6.6
Eswatini,F,Marital status,Married or living together,... if she neglects the children,2006,7.5
Eswatini,F,Marital status,Never married,... if she neglects the children,2006,14.8
Eswatini,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2006,7.3
Eswatini,F,Marital status,Married or living together,... if she refuses to have sex with him,2006,3.6
Eswatini,F,Marital status,Never married,... if she refuses to have sex with him,2006,2.5
Eswatini,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2006,6.8
Eswatini,M,Marital status,Married or living together,... for at least one specific reason,2006,18.7
Eswatini,M,Marital status,Never married,... for at least one specific reason,2006,37.3
Eswatini,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2006,25.7
Eswatini,M,Marital status,Married or living together,... if she argues with him,2006,13
Eswatini,M,Marital status,Never married,... if she argues with him,2006,27.2
Eswatini,M,Marital status,"Widowed, divorced, separated",... if she argues with him,2006,19.4
Eswatini,M,Marital status,Married or living together,... if she goes out without telling him,2006,8.7
Eswatini,M,Marital status,Never married,... if she goes out without telling him,2006,17.9
Eswatini,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2006,10.9
Eswatini,M,Marital status,Married or living together,... if she neglects the children,2006,7
Eswatini,M,Marital status,Never married,... if she neglects the children,2006,19.1
Eswatini,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,2006,10.9
Eswatini,M,Marital status,Married or living together,... if she refuses to have sex with him,2006,2.4
Eswatini,M,Marital status,Never married,... if she refuses to have sex with him,2006,4.1
Eswatini,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2006,6.1
Ethiopia,F,Marital status,Never married,... if she burns the food,2016,30.5
Ethiopia,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2016,37.1
Ethiopia,F,Marital status,Married or living together,... if she burns the food,2016,43.8
Ethiopia,M,Marital status,Never married,... if she burns the food,2016,11.4
Ethiopia,M,Marital status,Married or living together,... if she burns the food,2016,11.5
Ethiopia,M,Marital status,"Widowed, divorced, separated",... if she burns the food,2016,19.8
Ethiopia,F,Marital status,Married or living together,... for at least one specific reason,2016,66.6
Ethiopia,F,Marital status,Never married,... for at least one specific reason,2016,53.7
Ethiopia,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2016,63.6
Ethiopia,F,Marital status,Married or living together,... if she argues with him,2016,46.4
Ethiopia,F,Marital status,Never married,... if she argues with him,2016,32.3
Ethiopia,F,Marital status,"Widowed, divorced, separated",... if she argues with him,2016,39.7
Ethiopia,F,Marital status,Married or living together,... if she goes out without telling him,2016,47.5
Ethiopia,F,Marital status,Never married,... if she goes out without telling him,2016,34.4
Ethiopia,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2016,38.7
Ethiopia,F,Marital status,Married or living together,... if she neglects the children,2016,50.8
Ethiopia,F,Marital status,Never married,... if she neglects the children,2016,39.8
Ethiopia,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2016,45.4
Ethiopia,F,Marital status,Married or living together,... if she refuses to have sex with him,2016,39.4
Ethiopia,F,Marital status,Never married,... if she refuses to have sex with him,2016,23.6
Ethiopia,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2016,32.7
Ethiopia,M,Marital status,Married or living together,... for at least one specific reason,2016,26.7
Ethiopia,M,Marital status,Never married,... for at least one specific reason,2016,28.2
Ethiopia,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2016,40.9
Ethiopia,M,Marital status,Married or living together,... if she argues with him,2016,15.5
Ethiopia,M,Marital status,Never married,... if she argues with him,2016,16.3
Ethiopia,M,Marital status,"Widowed, divorced, separated",... if she argues with him,2016,22.9
Ethiopia,M,Marital status,Married or living together,... if she goes out without telling him,2016,17.3
Ethiopia,M,Marital status,Never married,... if she goes out without telling him,2016,15.7
Ethiopia,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2016,22.6
Ethiopia,M,Marital status,Married or living together,... if she neglects the children,2016,18
Ethiopia,M,Marital status,Never married,... if she neglects the children,2016,20.2
Ethiopia,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,2016,26.6
Ethiopia,M,Marital status,Married or living together,... if she refuses to have sex with him,2016,12.1
Ethiopia,M,Marital status,Never married,... if she refuses to have sex with him,2016,12.7
Ethiopia,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2016,21
Gabon,F,Marital status,Never married,... if she burns the food,2012,9.9
Gabon,F,Marital status,Married or living together,... if she burns the food,2012,10.4
Gabon,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2012,14.5
Gabon,M,Marital status,"Widowed, divorced, separated",... if she burns the food,2012,5.6
Gabon,M,Marital status,Married or living together,... if she burns the food,2012,6.2
Gabon,M,Marital status,Never married,... if she burns the food,2012,7.5
Gabon,F,Marital status,Married or living together,... for at least one specific reason,2012,51.3
Gabon,F,Marital status,Never married,... for at least one specific reason,2012,47.8
Gabon,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2012,53.3
Gabon,F,Marital status,Married or living together,... if she argues with him,2012,28
Gabon,F,Marital status,Never married,... if she argues with him,2012,22.1
Gabon,F,Marital status,"Widowed, divorced, separated",... if she argues with him,2012,30.1
Gabon,F,Marital status,Married or living together,... if she goes out without telling him,2012,21.9
Gabon,F,Marital status,Never married,... if she goes out without telling him,2012,14.4
Gabon,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2012,20.3
Gabon,F,Marital status,Married or living together,... if she neglects the children,2012,40.6
Gabon,F,Marital status,Never married,... if she neglects the children,2012,38.5
Gabon,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2012,43.8
Gabon,F,Marital status,Married or living together,... if she refuses to have sex with him,2012,11.3
Gabon,F,Marital status,Never married,... if she refuses to have sex with him,2012,4.6
Gabon,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2012,10.7
Gabon,M,Marital status,Married or living together,... for at least one specific reason,2012,38.6
Gabon,M,Marital status,Never married,... for at least one specific reason,2012,40.3
Gabon,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2012,42.8
Gabon,M,Marital status,Married or living together,... if she argues with him,2012,18.3
Gabon,M,Marital status,Never married,... if she argues with him,2012,20.7
Gabon,M,Marital status,"Widowed, divorced, separated",... if she argues with him,2012,20.3
Gabon,M,Marital status,Married or living together,... if she goes out without telling him,2012,14.7
Gabon,M,Marital status,Never married,... if she goes out without telling him,2012,13
Gabon,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2012,16.3
Gabon,M,Marital status,Married or living together,... if she neglects the children,2012,27.3
Gabon,M,Marital status,Never married,... if she neglects the children,2012,30.5
Gabon,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,2012,30.7
Gabon,M,Marital status,Married or living together,... if she refuses to have sex with him,2012,5
Gabon,M,Marital status,Never married,... if she refuses to have sex with him,2012,7.2
Gabon,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2012,3.6
Gambia,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2013,5.2
Gambia,F,Marital status,Never married,... if she burns the food,2013,9.4
Gambia,F,Marital status,Married or living together,... if she burns the food,2013,11.5
Gambia,M,Marital status,Married or living together,... if she burns the food,2013,3.5
Gambia,M,Marital status,"Widowed, divorced, separated",... if she burns the food,2013,3.9
Gambia,M,Marital status,Never married,... if she burns the food,2013,8.1
Gambia,F,Marital status,Married or living together,... for at least one specific reason,2013,62.9
Gambia,F,Marital status,Never married,... for at least one specific reason,2013,50
Gambia,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2013,46.9
Gambia,F,Marital status,Married or living together,... if she argues with him,2013,27.4
Gambia,F,Marital status,Never married,... if she argues with him,2013,18.1
Gambia,F,Marital status,"Widowed, divorced, separated",... if she argues with him,2013,14.4
Gambia,F,Marital status,Married or living together,... if she goes out without telling him,2013,46.5
Gambia,F,Marital status,Never married,... if she goes out without telling him,2013,33.3
Gambia,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2013,32
Gambia,F,Marital status,Married or living together,... if she neglects the children,2013,38.1
Gambia,F,Marital status,Never married,... if she neglects the children,2013,30.5
Gambia,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2013,25.4
Gambia,F,Marital status,Married or living together,... if she refuses to have sex with him,2013,50.1
Gambia,F,Marital status,Never married,... if she refuses to have sex with him,2013,33.6
Gambia,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2013,36.6
Gambia,M,Marital status,Married or living together,... for at least one specific reason,2013,26.6
Gambia,M,Marital status,Never married,... for at least one specific reason,2013,37.2
Gambia,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2013,26.4
Gambia,M,Marital status,Married or living together,... if she argues with him,2013,7.9
Gambia,M,Marital status,Never married,... if she argues with him,2013,13.6
Gambia,M,Marital status,"Widowed, divorced, separated",... if she argues with him,2013,6.7
Gambia,M,Marital status,Married or living together,... if she goes out without telling him,2013,14.7
Gambia,M,Marital status,Never married,... if she goes out without telling him,2013,24.7
Gambia,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2013,17.2
Gambia,M,Marital status,Married or living together,... if she neglects the children,2013,14.8
Gambia,M,Marital status,Never married,... if she neglects the children,2013,21.5
Gambia,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,2013,17.7
Gambia,M,Marital status,Married or living together,... if she refuses to have sex with him,2013,15.1
Gambia,M,Marital status,Never married,... if she refuses to have sex with him,2013,22
Gambia,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2013,16.1
Ghana,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2014,5.3
Ghana,F,Marital status,Never married,... if she burns the food,2014,6.7
Ghana,F,Marital status,Married or living together,... if she burns the food,2014,8.2
Ghana,M,Marital status,"Widowed, divorced, separated",... if she burns the food,2014,0.6
Ghana,M,Marital status,Married or living together,... if she burns the food,2014,1.7
Ghana,M,Marital status,Never married,... if she burns the food,2014,4.2
Ghana,F,Marital status,Married or living together,... for at least one specific reason,2014,29.7
Ghana,F,Marital status,Never married,... for at least one specific reason,2014,27
Ghana,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2014,24.5
Ghana,F,Marital status,Married or living together,... if she argues with him,2014,17.4
Ghana,F,Marital status,Never married,... if she argues with him,2014,13.6
Ghana,F,Marital status,"Widowed, divorced, separated",... if she argues with him,2014,12.6
Ghana,F,Marital status,Married or living together,... if she goes out without telling him,2014,18.5
Ghana,F,Marital status,Never married,... if she goes out without telling him,2014,13.7
Ghana,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2014,14.5
Ghana,F,Marital status,Married or living together,... if she neglects the children,2014,22.4
Ghana,F,Marital status,Never married,... if she neglects the children,2014,19.7
Ghana,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2014,17.1
Ghana,F,Marital status,Married or living together,... if she refuses to have sex with him,2014,14.7
Ghana,F,Marital status,Never married,... if she refuses to have sex with him,2014,9
Ghana,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2014,8.3
Ghana,M,Marital status,Married or living together,... for at least one specific reason,2014,10
Ghana,M,Marital status,Never married,... for at least one specific reason,2014,16.3
Ghana,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2014,7.6
Ghana,M,Marital status,Married or living together,... if she argues with him,2014,4.4
Ghana,M,Marital status,Never married,... if she argues with him,2014,7.5
Ghana,M,Marital status,"Widowed, divorced, separated",... if she argues with him,2014,3.5
Ghana,M,Marital status,Married or living together,... if she goes out without telling him,2014,5.2
Ghana,M,Marital status,Never married,... if she goes out without telling him,2014,8.4
Ghana,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2014,3.6
Ghana,M,Marital status,Married or living together,... if she neglects the children,2014,6.4
Ghana,M,Marital status,Never married,... if she neglects the children,2014,10.6
Ghana,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,2014,5.7
Ghana,M,Marital status,Married or living together,... if she refuses to have sex with him,2014,3.5
Ghana,M,Marital status,Never married,... if she refuses to have sex with him,2014,6.1
Ghana,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2014,3.8
Guatemala,F,Marital status,Married or living together,... if she burns the food,2014,4.2
Guatemala,F,Marital status,Never married,... if she burns the food,2014,4.2
Guatemala,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2014,4.3
Guatemala,M,Marital status,Married or living together,... if she burns the food,2014,0.5
Guatemala,M,Marital status,"Widowed, divorced, separated",... if she burns the food,2014,1.6
Guatemala,M,Marital status,Never married,... if she burns the food,2014,2.3
Guatemala,F,Marital status,Married or living together,... for at least one specific reason,2014,11.3
Guatemala,F,Marital status,Never married,... for at least one specific reason,2014,10.8
Guatemala,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2014,10.2
Guatemala,F,Marital status,Married or living together,... if she argues with him,2014,3.4
Guatemala,F,Marital status,Never married,... if she argues with him,2014,3
Guatemala,F,Marital status,"Widowed, divorced, separated",... if she argues with him,2014,3.1
Guatemala,F,Marital status,Married or living together,... if she goes out without telling him,2014,3.7
Guatemala,F,Marital status,Never married,... if she goes out without telling him,2014,3.4
Guatemala,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2014,3.3
Guatemala,F,Marital status,Married or living together,... if she neglects the children,2014,7.8
Guatemala,F,Marital status,Never married,... if she neglects the children,2014,7.3
Guatemala,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2014,7
Guatemala,F,Marital status,Married or living together,... if she refuses to have sex with him,2014,2.4
Guatemala,F,Marital status,Never married,... if she refuses to have sex with him,2014,2.4
Guatemala,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2014,2.6
Guatemala,M,Marital status,Married or living together,... for at least one specific reason,2014,4.9
Guatemala,M,Marital status,Never married,... for at least one specific reason,2014,10.5
Guatemala,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2014,6.2
Guatemala,M,Marital status,Married or living together,... if she argues with him,2014,1.6
Guatemala,M,Marital status,Never married,... if she argues with him,2014,3.7
Guatemala,M,Marital status,"Widowed, divorced, separated",... if she argues with him,2014,3.2
Guatemala,M,Marital status,Married or living together,... if she goes out without telling him,2014,1.5
Guatemala,M,Marital status,Never married,... if she goes out without telling him,2014,2.9
Guatemala,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2014,0.9
Guatemala,M,Marital status,Married or living together,... if she neglects the children,2014,2.7
Guatemala,M,Marital status,Never married,... if she neglects the children,2014,6.5
Guatemala,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,2014,3.3
Guatemala,M,Marital status,Married or living together,... if she refuses to have sex with him,2014,1.4
Guatemala,M,Marital status,Never married,... if she refuses to have sex with him,2014,1.6
Guatemala,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2014,1.6
Guinea,F,Marital status,Never married,... if she burns the food,2018,17.6
Guinea,F,Marital status,"Widowed, divorced, separated",... if she burns the food,2018,22
Guinea,F,Marital status,Married or living together,... if she burns the food,2018,25.8
Guinea,M,Marital status,Married or living together,... if she burns the food,2018,14
Guinea,M,Marital status,"Widowed, divorced, separated",... if she burns the food,2018,18.8
Guinea,M,Marital status,Never married,... if she burns the food,2018,19.8
Guinea,F,Marital status,Married or living together,... for at least one specific reason,2018,71.2
Guinea,F,Marital status,Never married,... for at least one specific reason,2018,57
Guinea,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2018,61.8
Guinea,F,Marital status,Married or living together,... if she argues with him,2018,52.8
Guinea,F,Marital status,Never married,... if she argues with him,2018,39.4
Guinea,F,Marital status,"Widowed, divorced, separated",... if she argues with him,2018,41.5
Guinea,F,Marital status,Married or living together,... if she goes out without telling him,2018,58.5
Guinea,F,Marital status,Never married,... if she goes out without telling him,2018,41.5
Guinea,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,2018,48.1
Guinea,F,Marital status,Married or living together,... if she neglects the children,2018,55.9
Guinea,F,Marital status,Never married,... if she neglects the children,2018,43
Guinea,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2018,47.1
Guinea,F,Marital status,Married or living together,... if she refuses to have sex with him,2018,53
Guinea,F,Marital status,Never married,... if she refuses to have sex with him,2018,33.3
Guinea,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,2018,43.8
Guinea,M,Marital status,Married or living together,... for at least one specific reason,2018,55.4
Guinea,M,Marital status,Never married,... for at least one specific reason,2018,55.4
Guinea,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,2018,55.4
Guinea,M,Marital status,Married or living together,... if she argues with him,2018,30.9
Guinea,M,Marital status,Never married,... if she argues with him,2018,33.6
Guinea,M,Marital status,"Widowed, divorced, separated",... if she argues with him,2018,37.5
Guinea,M,Marital status,Married or living together,... if she goes out without telling him,2018,39.5
Guinea,M,Marital status,Never married,... if she goes out without telling him,2018,35.9
